Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
709431,johnson johnson to complete synthes acquisition,https://www.benzinga.com/news/12/06/2668536/johnson-johnson-to-complete-synthes-acquisition,Brett Callwood,2012-06-14 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.5
709432,update jefferies upgrades johnson johnson,https://www.benzinga.com/analyst-ratings/analyst-color/12/06/2665675/update-jefferies-upgrades-johnson-johnson,Joe Young,2012-06-13 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709433,update jp morgan upgrades johnson johnson to overweight discounted valuation compared to peers,https://www.benzinga.com/analyst-ratings/analyst-color/12/06/2665377/update-jp-morgan-upgrades-johnson-johnson-to-overweight-,David Johnson,2012-06-13 00:00:00,JNJ,1,0,1,1,0,0,1,1,1,0.436
709434,financial breakfast morning news summary for june ,https://www.benzinga.com/news/earnings/12/06/2664714/financial-breakfast-morning-news-summary-for-june-13-2012,James Hunter,2012-06-13 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709435,jefferies company upgrades johnson johnson from hold to buy raises pt from to ,https://www.benzinga.com/analyst-ratings/upgrades/12/06/2664635/jefferies-company-upgrades-johnson-johnson-from-hold-to-buy-r,Joe Young,2012-06-13 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709436,jp morgan upgrades johnson johnson from neutral to overweight pt raised from to ,https://www.benzinga.com/analyst-ratings/upgrades/12/06/2664345/jp-morgan-upgrades-johnson-johnson-from-neutral-to-overweight,Joe Young,2012-06-13 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.41105
709437,johnson johnson receives us regulatory clearance for synthes acquisition,https://www.benzinga.com/news/12/06/2663406/johnson-johnson-receives-us-regulatory-clearance-for-synthes-acquisition,Paul Quintaro,2012-06-12 00:00:00,JNJ,1,0,1,1,0,0,1,1,1,0.5
709438,johnson and johnson receives us regulatory approval for synthes acquisition closing date for acquisition set for june ,https://www.benzinga.com/news/12/06/2663403/johnson-and-johnson-receives-us-regulatory-approval-for-synthes-acquisition-closi,Paul Quintaro,2012-06-12 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7383500000000001
709439,johnson and johnson announces b accelerated buyback plan,https://www.benzinga.com/news/12/06/2663400/johnson-and-johnson-announces-12-9b-accelerated-buyback-plan,Paul Quintaro,2012-06-12 00:00:00,JNJ,1,2,1,0,0,1,1,1,1,0.5
709440, healthcare stocks with the highest revenue,https://www.benzinga.com/trading-ideas/12/06/2660851/5-healthcare-stocks-with-the-highest-revenue,Lisa Levin,2012-06-12 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.5
709441,johnsonjohnson reports positive results from first human clinical trials of a firstgeneration artificial pancreas system,https://www.benzinga.com/news/12/06/2657615/positive-results-from-first-human-clinical-trials-of-a-first-generation-artificia,Paul Quintaro,2012-06-11 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.7787
709442,johnson johnson to incur special charge in q due to legal matters k,https://www.benzinga.com/news/12/06/2655267/johnson-johnson-to-incur-special-charge-in-q2-due-to-legal-matters-8k,Charles Gross,2012-06-08 00:00:00,JNJ,1,1,0,1,0,0,1,1,1,0.7553000000000001
709443,elan spokesperson says company is not involved in actual data of alzheimer treatment says data is handled by johnson johnson and pfizer,https://www.benzinga.com/analyst-ratings/analyst-color/12/06/2651457/elan-spokesperson-says-company-is-not-involved-in-actual,Charles Gross,2012-06-07 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709444,three keys to finding good dividend stocks,https://www.benzinga.com/trading-ideas/long-ideas/12/06/2648034/three-keys-to-finding-good-dividend-stocks,Minyanville,2012-06-06 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7202
709445,dendreon jumps ,https://www.benzinga.com/intraday-update/12/06/2644461/dendreon-jumps-10,Scott Rubin,2012-06-05 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709446,the us economy and the united nations bold strategies needed tax reform and benefits reform,https://www.benzinga.com/personal-finance/financial-advisors/12/06/2637998/the-us-economy-and-the-united-nations-bold-strateg,George Mentz,2012-06-04 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.8953
709447,update jjs zytiga slows cancer growth in men with prostate cancer negative for dendreon positive for medivation,https://www.benzinga.com/news/12/06/2639381/update-j-js-zytiga-slows-cancer-growth-in-men-with-prostate-cancer-negative-for-d,Allie Wickman,2012-06-04 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.0963
709448,zytiga plus prednisone show improvements in asymptomatic or mildly symptomatic chemotherapynaive patients with metastatic castrationresistant prostate cancer,https://www.benzinga.com/news/12/06/2637735/zytiga-plus-prednisone-show-improvements-in-asymptomatic-or-mildly-symptomatic-ch,Charles Gross,2012-06-02 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.26165
709449,johnson johnson receives positive mad moneyjim cramer mention cnbc,https://www.benzinga.com/media/cnbc/12/06/2637305/johnson-johnson-receives-positive-mad-moneyjim-cramer-mention-cnbc,Charles Gross,2012-06-01 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.55135
709450, risky dividend stocks win exc ftr has jnj,https://www.benzinga.com/trading-ideas/dividends/12/05/2633665/5-risky-dividend-stocks-win-exc-ftr-has-jnj,Matthew Kanterman,2012-05-31 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.7294
709451,goldman sachs comments on breaking up of johnson johnson,https://www.benzinga.com/analyst-ratings/analyst-color/12/05/2630743/goldman-sachs-comments-on-breaking-up-of-johnson-johnson,Juan Lopez,2012-05-31 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
709452,fda issues complete response letter for mg prezista,https://www.benzinga.com/news/12/05/2623334/fda-issues-complete-response-letter-for-800mg-prezista,Paul Quintaro,2012-05-29 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
709453, healthcare stocks with the highest cash,https://www.benzinga.com/trading-ideas/12/05/2622809/5-healthcare-stocks-with-the-highest-cash,Lisa Levin,2012-05-29 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709454,sp undex and big weekly outlookweek of may th,https://www.benzinga.com/trading-ideas/long-ideas/12/05/2620952/s-p-500-undex-and-big-10-weekly-outlook-week-of-may-28th,PreMarketInfo,2012-05-28 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709455,three stocks from goldmans hedge fund short list will they pop or flop,https://www.benzinga.com/news/12/05/2617465/three-stocks-from-goldmans-hedge-fund-short-list-pop-or-flop,Matt Jackson,2012-05-24 00:00:00,JNJ,0,2,0,0,0,0,0,0,0,0.32999999999999996
709456,fda advisory panel votes against the approval of johnson johnsons and bayers xareto pill,https://www.benzinga.com/news/12/05/2613645/fda-advisory-panel-votes-6-4-1-against-the-approval-of-johnson-johnsons-and-bayer,Eddie Staley,2012-05-23 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.7383500000000001
709457,health care spdr in focus ahead of obamacare decision,https://www.benzinga.com/analyst-ratings/analyst-color/12/05/2606901/health-care-spdr-in-focus-ahead-of-obamacare-decision,ETF Professor,2012-05-22 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.74695
709458,prostate cancer companies suffer when they ignore urologists,https://www.benzinga.com/news/fda/12/05/2606876/prostate-cancer-companies-suffer-when-they-ignore-urologists,Minyanville,2012-05-22 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.056999999999999995
709459,sp index and big weekly outlookweek of may th,https://www.benzinga.com/news/global/12/05/2585352/s-p-500-index-and-big-10-weekly-outlook-week-of-may-14th,PreMarketInfo,2012-05-14 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709460,etfs on the market that will line your pockets times a year,https://www.benzinga.com/markets/bonds/12/05/2573295/more-monthly-dividend-etfs-emlc-pey-eld,ETF Professor,2012-05-09 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709461,option alert johnson johnson july calls block trade contracts currently ,https://www.benzinga.com/markets/options/12/05/2572838/option-alert-johnson-johnson-july-67-5-calls-block-trade-10-000-contra,Charles Gross,2012-05-09 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.41105
709462,buffetts holdings beat the sp one month after meeting,https://www.benzinga.com/trading-ideas/long-ideas/12/05/2565248/buffetts-holdings-beat-the-s-p-500-one-month-after-meeting,Paul Quintaro,2012-05-07 00:00:00,JNJ,1,0,1,0,1,1,1,1,1,0.5
709463,sp index and big ten analysis week of may ,https://www.benzinga.com/trading-ideas/long-ideas/12/05/2565233/s-p-500-index-and-big-ten-analysis-week-of-may-7-2012,PreMarketInfo,2012-05-07 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709464,sp index and big ten weekly outlook april th,https://www.benzinga.com/markets/12/04/2541399/s-p-500-index-and-big-ten-weekly-outlook-april-30th,PreMarketInfo,2012-04-30 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
709465,johnson johnson announces dividend increase of to ,https://www.benzinga.com/news/12/04/2532775/johnson-johnson-announces-dividend-increase-of-7-0-to-0-61,Eddie Staley,2012-04-26 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.6591
709466,fitch removes johnson johnson from watch negative,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2529781/fitch-removes-johnson-johnson-from-watch-negative,Charles Gross,2012-04-25 00:00:00,JNJ,1,1,0,1,0,0,1,0,0,0.21405000000000002
709467,five cheap stocks under bac nak sd rimm eln,https://www.benzinga.com/trading-ideas/long-ideas/12/04/2528970/five-cheap-stocks-under-15-bac-nak-sd-rimm-eln,General,2012-04-25 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
709468,colgatepalmolive earnings preview q eps sales expected to be higher,https://www.benzinga.com/news/earnings/12/04/2526545/colgate-palmolive-earnings-preview-q1-eps-sales-expected-to-be-higher,Nelson Hem,2012-04-25 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
709469,sp futures and big weekly analysis week of april ,https://www.benzinga.com/trading-ideas/long-ideas/12/04/2519571/s-p-futures-and-big-10-weekly-analysis-week-of-april-23,PreMarketInfo,2012-04-23 00:00:00,JNJ,1,2,0,0,1,0,1,1,1,0.5
709470,street yearning for better earnings,https://www.benzinga.com/news/earnings/12/04/2513501/street-yearning-for-better-earnings,PreMarketInfo,2012-04-19 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.76335
709471,sp bullish on pharma etfs longterm,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2512735/s-p-bullish-on-pharma-etfs-long-term,ETF Professor,2012-04-19 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709472,ubs maintains johnson johnson at buy lowers pt from to ,https://www.benzinga.com/analyst-ratings/price-target/12/04/2507921/ubs-maintains-johnson-johnson-at-buy-lowers-pt-from-71-to,webmaster,2012-04-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.436
709473,update goldman sachs lowers johnson johnsons pt,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2507792/update-goldman-sachs-lowers-johnson-johnsons-pt,Delores Land,2012-04-18 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.436
709474,update citigroup reiterates buy rating raises pt on johnson johnson,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2507541/update-citigroup-reiterates-buy-rating-raises-pt-on-john,Dwight Einhorn,2012-04-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709475,citigroup maintains johnson johnson at buy raises pt from to ,https://www.benzinga.com/analyst-ratings/price-target/12/04/2506434/citigroup-maintains-johnson-johnson-at-buy-raises-pt-from,webmaster,2012-04-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709476,goldman sachs maintains johnson johnson at neutral lowers pt from to ,https://www.benzinga.com/analyst-ratings/price-target/12/04/2506302/goldman-sachs-maintains-johnson-johnson-at-neutral-lowers,webmaster,2012-04-18 00:00:00,JNJ,1,2,1,0,0,1,1,1,1,0.436
709477,checking in turn down the vol lvol splv,https://www.benzinga.com/trading-ideas/long-ideas/12/04/2505485/checking-in-turn-down-the-vol-lvol-splv,ETF Professor,2012-04-17 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.5
709478,deutsche bank johnson johnson beat eps misses sales,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2503149/deutsche-bank-johnson-johnson-beat-eps-misses-sales,Delores Land,2012-04-17 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.38685
709479,jj says will file motion to dismiss risperdal ruling will appeal if dismissal fails,https://www.benzinga.com/news/12/04/2503107/j-j-says-will-file-motion-to-dismiss-risperdal-ruling-will-appeal-if-dismissal-fa,Paul Quintaro,2012-04-17 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.39885
709480,earnings roundup,https://www.benzinga.com/news/earnings/12/04/2502919/earnings-roundup,Lisa Levin,2012-04-17 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709481,update johnson johnson posts rise in q earnings lifts forecast,https://www.benzinga.com/news/earnings/12/04/2502595/update-johnson-johnson-posts-12-rise-in-q1-earnings-lifts-forecast,Lisa Levin,2012-04-17 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
709482,johnson amp johnson reports q eps vs est revenues b vs b est,https://www.benzinga.com/news/earnings/12/04/2502330/johnson-amp-johnson-reports-q1-eps-1-37-vs-1-35-est-revenues-16-1b-vs-16,webmaster,2012-04-17 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.5
709483,stocks to watch for april ,https://www.benzinga.com/news/earnings/12/04/2501991/stocks-to-watch-for-april-17,Monica Gerson,2012-04-17 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
709484,earnings scheduled for april ,https://www.benzinga.com/news/earnings/12/04/2501989/earnings-scheduled-for-april-17,Monica Gerson,2012-04-17 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.5
709485,us stock futures up ahead of earnings,https://www.benzinga.com/news/12/04/2501983/us-stock-futures-up-ahead-of-earnings,Monica Gerson,2012-04-17 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
709486,us stock futures up ahead of earnings,https://www.benzinga.com/news/12/04/2501904/us-stock-futures-up-ahead-of-earnings,Monica Gerson,2012-04-17 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
709487,earnings scheduled for april ,https://www.benzinga.com/news/earnings/12/04/2501708/earnings-scheduled-for-april-17,Monica Gerson,2012-04-17 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.5
709488,earnings scheduled for april ,https://www.benzinga.com/news/earnings/12/04/2501705/earnings-scheduled-for-april-17,Monica Gerson,2012-04-17 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.5
709489,stocks to watch for april ,https://www.benzinga.com/news/earnings/12/04/2501681/stocks-to-watch-for-april-17,Monica Gerson,2012-04-17 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
709490,sp futures and big weekly analysis week of april ,https://www.benzinga.com/news/earnings/12/04/2498670/s-p-futures-and-big-10-weekly-analysis-week-of-april-16,PreMarketInfo,2012-04-16 00:00:00,JNJ,1,2,0,0,1,0,1,1,1,0.5
709491,update citi raises johnson johnsons pt,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2498143/update-citi-raises-johnson-johnsons-pt,Delores Land,2012-04-16 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
709492,citigroup maintains johnson johnson at buy raises pt from to ,https://www.benzinga.com/analyst-ratings/price-target/12/04/2497495/citigroup-maintains-johnson-johnson-at-buy-raises-pt-from,webmaster,2012-04-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709493,earnings expectations for the week of april gs msft mcd,https://www.benzinga.com/news/earnings/12/04/2497155/earnings-expectations-for-the-week-of-april-16-gs-msft-mcd,Nelson Hem,2012-04-15 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
709494,volatility is not risk,https://www.benzinga.com/markets/12/04/2492734/volatility-is-not-risk,Chuck Carnevale,2012-04-12 00:00:00,JNJ,1,2,1,1,0,0,1,1,1,0.60285
709495,judge awards arkansas b over johnson johnsons risperdal sales,https://www.benzinga.com/news/12/04/2488483/judge-awards-arkansas-1-1b-over-johnson-johnsons-risperdal-sales,Paul Quintaro,2012-04-11 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.7294
709496,we like these proven performers in this market,https://www.benzinga.com/markets/12/04/2486344/we-like-these-proven-performers-in-this-market,Covestor,2012-04-10 00:00:00,JNJ,1,0,0,1,1,0,1,1,1,0.6806
709497,sp index and big ten analysis week of april th,https://www.benzinga.com/trading-ideas/long-ideas/12/04/2481406/s-p-500-index-and-big-ten-analysis-week-of-april-9th,PreMarketInfo,2012-04-09 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.5
709498,avons new ceo to cleanse brand image as loreal sparks upgrade rumors,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2481262/avons-new-ceo-to-cleanse-brand-image-as-loreal-sparks-up,Katey Stapleton,2012-04-09 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709499,morgan stanley comments on johnson johnsons first days in ,https://www.benzinga.com/analyst-ratings/analyst-color/12/04/2480471/morgan-stanley-comments-on-johnson-johnsons-first-100-da,Delores Land,2012-04-09 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709500,johnson johnson announces resignation of sheri s mccoy,https://www.benzinga.com/news/12/04/2480085/johnson-johnson-announces-resignation-of-sheri-s-mccoy,Allie Wickman,2012-04-09 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.352
709501,biomet in pact to buy jjs depuy trauma business,https://www.benzinga.com/news/12/04/2468384/biomet-in-pact-to-buy-j-js-depuy-trauma-business,Paul Quintaro,2012-04-03 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.28925
709502,is the top for now,https://www.benzinga.com/markets/futures/12/03/2457942/is-1400-the-top-for-now,PreMarketInfo,2012-03-29 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.60115
709503,arkansas seeking b in penalties over marketing for jj antipsychotic drug,https://www.benzinga.com/news/12/03/2449163/arkansas-seeking-1-25b-in-penalties-over-marketing-for-j-j-antipsychotic-drug,Paul Quintaro,2012-03-27 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.625
709504,fda approves intelence tablets for treatmentexperienced pediatric patients with hiv,https://www.benzinga.com/news/12/03/2448507/fda-approves-intelence-tablets-for-treatment-experienced-pediatric-patients-with-,Paul Quintaro,2012-03-27 00:00:00,JNJ,1,0,1,0,1,1,1,1,1,0.70095
709505,brean murray carret johnson johnsons einsteinpe results overshadowed,https://www.benzinga.com/analyst-ratings/analyst-color/12/03/2448387/brean-murray-carret-johnson-johnsons-einstein-pe-results,Delores Land,2012-03-27 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
709506,sp index and big weekly outlook march th,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2447753/s-p-500-index-and-big-10-weekly-outlook-march-26th,PreMarketInfo,2012-03-26 00:00:00,JNJ,1,2,0,1,0,0,1,0,1,0.5
709507,update bayers xarelto comparable to standard therapy blood thinner treats blood clots with less bleeding,https://www.benzinga.com/news/12/03/2446814/update-bayers-xarelto-comparable-to-standard-therapy-blood-thinner-treats-blood-c,Allie Wickman,2012-03-26 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.5
709508,bayers xarelto comparable to standard therapy blood thinner treats blood clots with less bleeding,https://www.benzinga.com/news/12/03/2446797/bayers-xarelto-comparable-to-standard-therapy-blood-thinner-treats-blood-clots-wi,Paul Quintaro,2012-03-26 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.5
709509,three effective tools for controlling portfolio risk without relying purely on fixed income,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2445224/three-effective-tools-for-controlling-portfolio-risk-without-,Eric Mancini,2012-03-23 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.625
709510,fast money picks for march rd fcx chd jnj,https://www.benzinga.com/media/cnbc/12/03/2444526/fast-money-picks-for-march-23rd-fcx-chd-jnj,Craig Jones,2012-03-22 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
709511,st jude novo nordisk and other health care stocks worth a look now,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2440492/st-jude-novo-nordisk-and-other-health-care-stocks-worth-a-loo,Nelson Hem,2012-03-21 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.81245
709512,sp and big weekly outlook march ,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2433916/s-p-500-and-big-10-weekly-outlook-march-19-2012,PreMarketInfo,2012-03-19 00:00:00,JNJ,1,2,0,1,0,0,1,0,1,0.5
709513,etf showdown dividend dilemma hdv hdiv jnj,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2430857/etf-showdown-dividend-dilemma-hdv-hdiv-jnj,ETF Professor,2012-03-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.41105
709514,accenture covidien seagate and other st patricks stock picks,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2429350/accenture-coviden-seagate-and-other-st-patricks-stock-picks,Nelson Hem,2012-03-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709515,a look at the new russell high yield etf hdiv abt kft,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2427762/a-look-at-the-new-russell-high-yield-etf-hdiv-abt-kft,ETF Professor,2012-03-15 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709516,investor alert xerox is a cash machine,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2422329/investor-alert-xerox-is-a-cash-machine,Vitaliy Katsenelson,2012-03-14 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.648
709517,painkillers win fda panel backing to continue development pfizer jnj regeneron pain drugs should resume halted studies bloomberg,https://www.benzinga.com/news/12/03/2416372/painkillers-win-fda-panel-backing-to-continue-development-pfizer-jnj-regeneron-pa,Matthew Kennedy,2012-03-12 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.57655
709518,option alert johnson johnson july call block trade contracts,https://www.benzinga.com/markets/options/12/03/2416087/option-alert-johnson-johnson-july-70-call-block-trade-10-000-contracts,Charles Gross,2012-03-12 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.41105
709519,sp and big weekly outlook march th,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2415509/s-p-500-and-big-10-weekly-outlook-march-12th,PreMarketInfo,2012-03-12 00:00:00,JNJ,1,2,0,1,0,0,1,0,1,0.5
709520,will johnson johnson cure cancer,https://www.benzinga.com/news/earnings/12/03/2408895/will-johnson-johnson-cure-cancer,Jay Wong,2012-03-08 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.17015000000000002
709521,medivation rises on positive jj zytiga,https://www.benzinga.com/news/12/03/2408454/medivation-rises-17-on-positive-j-j-zytiga,Charles Gross,2012-03-08 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.8404
709522,medivation shares rise on jjs zytiga data dendreon falls ,https://www.benzinga.com/news/12/03/2407746/medivation-shares-rise-10-on-j-js-zytiga-data-dendreon-falls-12,Charles Gross,2012-03-08 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.648
709523,jjs zytiga study to be unblinded on committee recommendation interim data could show clinical benefit could be positive for medivation negative for dendreon,https://www.benzinga.com/news/12/03/2407710/j-js-janssen-study-to-be-unblinded-on-committee-recommendation-interim-data-could,Matthew Kennedy,2012-03-08 00:00:00,JNJ,1,0,1,1,1,1,1,1,0,0.7202
709524,pfizer sues johnson johnson over heat patch patent,https://www.benzinga.com/news/12/03/2397120/pfizer-sues-johnson-johnson-over-heat-patch-patent,Matthew Kennedy,2012-03-05 00:00:00,JNJ,1,1,1,1,0,0,1,1,1,0.5
709525,sp and big weekly outlook march ,https://www.benzinga.com/trading-ideas/long-ideas/12/03/2394526/s-p-500-and-big-10-weekly-outlook-march-5-2012,PreMarketInfo,2012-03-04 00:00:00,JNJ,1,2,0,1,0,0,1,0,1,0.5
709526,us fda grants priority review for xarelto to reduce secondary cardiovascular events in patients with acute,https://www.benzinga.com/news/12/02/2376656/u-s-fda-grants-priority-review-for-xarelto-to-reduce-secondary-cardiovascular-eve,Matthew Kennedy,2012-02-27 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.61315
709527,sp big analysis week of february ,https://www.benzinga.com/trading-ideas/long-ideas/12/02/2375771/s-p-500-big-10-analysis-week-of-february-27,PreMarketInfo,2012-02-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709528,buffett on johnson johnson still an attractive business at this price but would sell if he needed capital cnbc,https://www.benzinga.com/analyst-ratings/analyst-color/12/02/2374581/buffett-on-johnson-johnson-still-an-attractive-business-,Allie Wickman,2012-02-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.6191
709529,option alert johnson johnson january call block trade x x contracts,https://www.benzinga.com/markets/options/12/02/2368548/option-alert-johnson-johnson-january-2013-50-call-block-trade-2x-12-00,Charles Gross,2012-02-23 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.41105
709530,financial breakfast morning news summary for february ,https://www.benzinga.com/node/2362069,Allie Wickman,2012-02-22 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709531,johnson johnson says bill weldon will retire in april gorsky will succeed as ceo,https://www.benzinga.com/news/12/02/2360654/johnson-johnson-says-bill-weldon-will-retire-in-april-gorsky-will-succeed-as-ceo,Matthew Kennedy,2012-02-21 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.74695
709532,johnson johnson to name vice chairman gorsky ceo wsj,https://www.benzinga.com/news/12/02/2360519/johnson-johnson-to-name-vice-chairman-gorsky-ceo-wsj,Matthew Kennedy,2012-02-21 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709533,us high court rejects jjs bid to save patent case against abbott,https://www.benzinga.com/news/12/02/2358818/us-high-court-rejects-j-js-bid-to-save-patent-case-against-abbott,Allie Wickman,2012-02-21 00:00:00,JNJ,1,1,0,1,0,0,1,1,1,0.5
709534,sp futures big analysis week of february ,https://www.benzinga.com/trading-ideas/long-ideas/12/02/2356300/s-p-futures-big-10-analysis-week-of-february-20,PreMarketInfo,2012-02-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
709535,johnson johnson wins first personal injury trial over risperdal risk,https://www.benzinga.com/news/12/02/2351727/johnson-johnson-wins-first-personal-injury-trial-over-risperdal-risk,Matthew Kennedy,2012-02-16 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.4742
709536,hedge fund f updates berkshire greenlight paulson co appaloosa and more,https://www.benzinga.com/general/hedge-funds/12/02/2344624/hedge-fund-13-f-updates-berkshire-greenlight-capital-paulson-co-ap,Scott Rubin,2012-02-14 00:00:00,JNJ,1,2,1,1,0,0,1,1,1,0.5
709537,berkshire filing shows reduced jnj stake,https://www.benzinga.com/news/12/02/2344401/berkshire-filing-shows-reduced-jnj-stake,Matthew Kennedy,2012-02-14 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.5
709538,sp futures big analysis week of february ,https://www.benzinga.com/trading-ideas/long-ideas/12/02/2339350/s-p-futures-big-10-analysis-week-of-february-13,PreMarketInfo,2012-02-13 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
